,text,intent
2588,chị còn mẫu này không chị,3
2589,chị còn túi này không chị,3
2590,chị còn se t này không chị,3
2591,lô 7 căn 12 phan thị ràng salon minh kiều thành phố rạch giá tỉnh kiên giang,2
2592,em lấy cái màu kem nha chị,6
2593,em còn áo này không cưng,3
2594,chị còn mẫu này không chị,3
2595,chị ơi,0
2596,chị ơi chị còn màu này không chị,3
2597,chị ơi chị còn mẫu này không chị,3
2598,chị ơi,0
2599,chị ơn chị còn mẫu này không chị,3
2600,get started,0
2601,chị còn mẫu này không chị,3
2602,chị còn mấy bộ này không chị,3
2603,em 48 ký nha chị,2
2604,se t này em lấy màu hồng phấn nha chị chị chừa cho em nha,6
2605,chị còn mẫu này không chị,3
2606,mẹ em 50 ký nha chị,2
2607,1 bộ màu vàng 1 bộ màu da nha chị,2
2608,chị ơi cho em thêm 2 bộ này nha,6
2609,tổng của chị là 4 bộ nha em,2
2610,cho chị thêm 1 bộ hồng nữa nha em,6
2611,tổng của chị là 3 bộ nha em,2
2612,em ơi gửi cho chị bộ màu vàng nha em,6
2613,cho em thêm bộ này sọc đen nha chị,6
2614,em 48 ký,2
2615,chị còn mẫu này không chị,3
2616,hết tất cả các mẫu chị gửi luôn hả em,3
2617,chị ơi chị còn mẫu này không chị,3
2618,chị còn áo này không chị,3
2619,chị ơi chị còn se t này không chị,3
2620,chị còn áo này không chị,3
2621,e cho c 1 hộp đi chung đơn mới gọi nha e,6
2622,hộp bông trang điểm con k r,3
2623,áo vàng nay con k e,3
2624,e ơi hôm qua c có đặt live 3 hộp cơm cháy,6
2625,mấy áo này con k e,3
2626,mứt mình con k e,3
2627,e oi,0
2628,alô,0
2629,mau 2 là áo,2
2630,mau 1 quan con mẫu nào l bao c bang ib,3
2631,trong đơn của c có áo hoa đỏ k e,3
2632,alo,0
2633,ok cảm ơn e,1
2634,vậy mẫu quần này còn k e,3
2635,quần da chung vs áo 7 màu còn k e,3
2636,2 áo này còn k e,3
2637,vậy cái quần này có phải hàng lỗi k e,4
2638,c có bộ p cầm trên tay nữa mà k thấy gửi,4
2639,c muốn dời nút ra khâu lại cũng k được vì phần dư phía trong ít quá nút gàivẫn bị lệch,4
2640,quần này có phải bị lỗi k,4
2641,e oi,0
2642,còn cái quần tây màu nâu size l e gửi giúp c lun nha,6
2643,cái đầm màu tím,2
2644,e ơi hàng của c vẫn còn thiếu 2 cái này nha e,4
2645,len,2
2646,c có mẫu lên 7 màu này e có thấy trong hang nha c k,3
2647,nhg mẫu này còn k e,3
2648,quần jean,2
2649,cái áo dây loang,2
2650,dầu thơm mình còn loại nào k e,3
2651,2 màu áo này còn k e,3
2652,mấy mẫu quần này còn k e,3
2653,áo somi dior trắng,2
2654,còn mẫu này k e,3
2655,e ơi,0
2656,len 7 màu cũng hết lun ah r,3
2657,may màu nay con k e,3
2658,2 mẫu này còn k e áo lót size 38,3
2659,liên hệ tư vấn viên,5
2660,2 mẫu này còn k e,3
2661,ok cảm ơn e,1
2662,e cho c 1 cái dồn đơn sau cho c nha,6
2663,ao khoac trang ak e,2
2664,ok cam on e,1
2665,e oi,0
2666,c lấy màu cam,2
2667,p có 2 màu là xanh lá và cam,2
2668,jum của c là sọc dài màu cam,2
2669,sai mau ak e,4
2670,nếu chốt hàng thông tin đầy đủ sđt địa chỉ,3
2671,cam on e,1
2672,nó nho làm,4
2673,đơn hàng c nhận rồi nhưng quần jean suông size xl bên e giao cho c size l c k mặc được quần có 2 nút thì chỉ có 1 bị lỗi c muốn đổi lại size xl như đã đặt bjo bước tiếp theo c fai làm sao e,4
2674,sao c k thay quan jean xl e,4
2675,e ơi,0
2676,c chua bao giờ thích vậy co cổ nay e xem lai co lon k nha e,4
2677,ok cam on e,1
2678,kem,2
2679,2 may lun ah e,3
2680,2 mai lùn ha e,3
2681,liên hệ tư vấn viên,5
2682,e oi,0
2683,ah e con loại áo thun nào nữa k e,3
2684,e gọi cho c hay c ib cho e,5
2685,quần mickey thoi e,2
2686,set nay con mau gì vậy e,3
2687,màu xanh lá,2
2688,quần l,2
2689,c commen hoai ma k thấy đọc ten con hàng k e size xl,3
2690,cam on e 2 cap quan e lấy khác màu giúp c nha,2
2691,e oi,0
2692,túi này còn k e,2
2693,nhg bộ này còn k e,3
2694,ok e,1
2695,mẫu,3
2696,mai may con k e,3
2697,alô,0
2698,e ơi cho c hỏi mình có áo quần hay đầm cho ng 67kg k,3
2699,nguyễn ngọc đường 45 thị trấn tân thành bắc tân uyên bình dương size s,2
2700,gửi em màu kem nha,6
2701,nảy chị nói còn màu kem thôi fai ko,3
2702,em cao 1m55 nặng 46,2
2703,có size ko chị,3
2704,giá sao vậy chị,3
2705,cho em hỏi đầm này còn ko ạ,3
2706,nguyễn ngọc đường 45 thị trấn tân thành bắc tân uyên bình dương sđtxxxxx,2
2707,kiểm tra giúp mình set vàng chấm bi còn hàng ko nhé thích mẫu này nè,3
2708,liên hệ tư vấn viên,5
2709,set này còn ko shop,3
2710,em muốn mua 2 set luôn,6
2711,ko còn chân vấy hả chị,3
2712,mẫu này còn ko shop oi,3
2713,ok ạ tổng nhju tjen za shop,3
2714,sjze m k còn luôn hả shop,3
2715,23 6kp7hẻm 6 thị trấn bến lức huyện bến lức tỉnh long an,2
2716,shop shjp cho e nha,6
2717,dạ lấy e 2kaj sjze l ạ,6
2718,shop oj e muốn mua áo này ạ,6
2719,có thể xem dùn mình mã 01 đang live mình có đơn chua đc ko a,3
2720,túi này có bị lỗi ko ạ hay cái nào cũng v sốp ơi,4
2721,lỗi cái áo a,4
2722,pua gio minhf nghĩ áo loang màu hom kia thấy sốp live sao nhìn lại thì áo mà trắng,4
2723,set này là áo trắng hay áo loang màu vàng ạ mình nhận áo thấy loang màu vàng ở phía sau a,4
2724,tổng đơn cua mình check inb dùm minh ck đủ nha,5
2725,check inb dum minh với a,5
2726,liên hệ tư vấn viên,5
2727,sốp ơi,0
2728,check inb dum minh sốp oi,5
2729,số đt mìnhxxxxx,2
2730,chốt mẫu này gửi stk mình ck lun nhé,6
2731,sốp ơi lấy sỉ ntn ạ,2
2732,liên hệ tư vấn viên,5
2733,mình lấy 2 mẫu này a,6
2734,liên hệ tư vấn viên,5
2735,check inb shop ơi,5
2736,liên hệ tư vấn viên,5
2737,mẫu này còn ko a,3
2738,get started,0
2739,thanks bạn,1
2740,alo shop,0
2741,alo bạn ơi mình có đơn hàng cũng mấy ngày rồi sao mình không nhận được đt của shop gọi chốt hàng vậy,4
2742,bộ này còn hàng không bạn,3
2743,bạn ơi check giúp mình cái đầm này nhé bữa chị phương live giá 115k sao bạn giao cho mình đến 199k giữ vậy,4
2744,mình được đọc tên sao k thấy được chốt đơn,4
2745,alo bạn,0
2746,tại mình thấy quá nhiê vết ố đã vậy còn nhiều nữa nên mình cũng hơi lo lắng,4
2747,bạn ơi hôm nay mình nhận hàng có 1 set mình không biết là lỗi vải hay là bị dơ,4
2748,hi shop,0
2749,mình muốn đặt mẫu này còn hàng k bạn,3
2750,con k e,3
2751,vậy nào có size s để m nha,6
2752,hết size s hả b,3
2753,quần này con k p,3
2754,vậy lấy m áo sơ mi nha,6
2755,mấy mẫu kia hết hả b,3
2756,con k e ơi,3
2757,m lấy quần size m ao thi đủ màu,6
2758,m mặt size m nè,2
2759,quần còn k bạn,3
2760,con k b,3
2761,bộ nay con k e,3
2762,gửi về dc cũ cho c,2
2763,để cho c size m nha,6
2764,con k e,3
2765,get started,0
2766,lấy bộ này size m nha,6
2767,k còn bộ nào hả e,3
2768,còn k e ơi,3
2769,nếu chốt hàng thông tin đầy đủ sđt địa chỉ,3
2770,con k p,3
2771,con k shop,3
2772,ấp7 phú ngọc định quán đồng nai,2
2773,ok lấy cho c nha,6
2774,mấy mãu đó hết sạch rồi ha e,3
2775,con k e,3
2776,nếu chốt hàng thông tin đầy đủ sđt địa chỉ,3
2777,này con k bạn,3
2778,còn k p ơi,3
2779,ảnh hưởng hết uy tín của em rồi còn gì,4
2780,mà shop giao trễ kiểu này,4
2781,em mua quà tặng người thân,4
2782,hỏng hết cả việc của em,4
2783,bửa nay 8 tây luôn rồi,4
2784,trễ lắm cũng 4 5 tây,4
2785,hôm bửa báo em 1 tây giao toies,4
2786,cũng không thấy shop phản hồi gì ạ,4
2787,không thấy giao hàng,4
2788,mà bây giờ 7 tây rồi,4
2789,nhân viên gọi chốt đơn rồi và báo hàng sẽ giao trc tết tây,4
2790,e đặt 2 hộp mứt,6
2791,shop oi,0
2792,cố tim sz m minh dk k đợi chờ buon qua,3
2793,gen nit bung ve chua shop,3
2794,vậy có về lại k ạ,3
2795,sao noi con sz m mà,3
2796,con k ạ,3
2797,tân thành quảng công quảng điền tỉnh thừa thiên huế,2
2798,cho minh chốt gen nit bụng sz m nha shop,6
2799,chup minh xem cái gen sz m dk k ạ,3
2800,size l mac sợ rộng k,3
2801,gen nit bụng eo 77 mac sz gi vay,3
2802,shop minh có gen bụng k ạ,3
2803,2 kính mã 05 135x2 270,2
2804,đẫm mã 11 nâu sz m 189k,2
2805,nâu m,2
2806,2kinh cân,2
2807,120a 10 kp9 p tân hoa bien hoa dong naixxxxx,2
2808,xanh chuối e đánh dấu nè chị,2
2809,với 1 cái set,2
2810,lấy e 2cái,6
2811,màu xanh chuối mình còn ko âk,3
2812,1 set đó và áo hồng nha chị,6
2813,3 1a đại lộ bình dương p thuận giao tp thuận an bình dương,2
2814,lấy thêm e set này,6
2815,chốt cho em nhé,6
2816,áo hồng này còn ko chịxxxxx,3
2817,ba mẫu này shop còn ko àh,3
2818,xanh,2
2819,áo xanh,2
2820,xanh nào chị,3
2821,bên chị gửi đồ thiếu e áo hồng gia 105k này,4
2822,get started,0
2823,liên hệ tư vấn viên,5
2824,chốt thêm cho em 3 mẫu này tối qua live nha,6
2825,đặt hàng,6
2826,get started,0
2827,cho e đặt hàng mình nhé,6
2828,quần ngắn size l và áo vàng với bộ set trắng này,2
2829,get started,0
2830,get started,0
2831,get started,0
2832,mèo hồng này bên mình còn ko,3
2833,dt chốt e 2 bộ này nha,6
2834,2 bộ này còn ko chốt đơn lay em nha,3
2835,shop em,0
2836,hỏi,5
2837,chốt cho em đc ko chị,6
2838,set 3 món này còn hồng ko,3
2839,get started,0
2840,hồi tối e có đặt mèo trắng giá 120k ạ dồn chung đơn này cho e luôn ạ,6
2841,sdt e đó bên chị chốt e thêm mã này dồn đơn hồi tối e đặt luôn nhé,6
2842,bên chị chốt cho em thêm mẫu set này nha,6
2843,bắt đầu,0
2844,quần tây nâu sz xl cho e đặt thêm cái này,6
2845,áo sơ mi đen và quần nude size xl,2
2846,cho em đặt set này,6
2847,hihihi shop,0
2848,quần tây size xl nha shop,2
2849,áo sơ mi 2 màu trắng và đen,2
2850,chốt thêm set yếm xanh này giúp em,6
2851,chốt cho chị quần xl với thêm áo sơ mi đen,6
2852,bắt đầu,0
2853,bắt đầu,0
2854,quần sz xl nha chị,2
2855,chốt em áo sơ mi này,6
2856,và cả áo luôn nha,6
2857,quần sz xl lớn nhất,2
2858,bộ này bên shop chốt em nhé,6
2859,3 1a đại lộ bình dương p thuận giao thị xã thuận an bình dương,2
2860,bên chị chốt set nude này em nhé,6
2861,3 1a đại lộ bình dương kp bình giao p thuận giao thị xã thuận an bình dương,2
2862,chốt cho e mã set hồng 199k này nha chị,6
2863,size s nha e,2
2864,cho c 1 cái,6
2865,mẫu này còn ko e,3
2866,e ơi,5
2867,mẫu này còn ko e,3
2868,e oi,5
2869,e báo bên chốt đơn đổi lại cho c nha,7
2870,em áo len c đã đặt á c đổi màu nâu,7
2871,e lấy cho c 2 cái này đi,6
2872,mã 02 size s nha,2
2873,còn 4 mẫu này ko shop ơi,3
2874,e ơi,5
2875,e còn mẫu này ko,3
2876,e ơi,0
2877,lấy e nha,6
2878,15 4 lương văn chánh p4 tuy hoà phú yên,2
2879,màu xanh hay nu cũng dc,2
2880,set này còn ko chị phương,3
2881,túi còn ko chị,3
2882,15 4 lương văn chánh p4 tuy hòa phú yên,2
2883,lấy e 2 cặp,6
2884,quần lót còn ko,3
2885,15 4 lương văn chánh p4 tuy hòa phú yên,2
2886,lấy e 2 mau đó nha,6
2887,bộ hồng,2
2888,áo khoác còn ko shop,3
2889,áo còn ko shop,3
2890,15 4 lương văn chánh p4 tuy hòa phú yên,2
2891,màu đen size l,2
2892,quan váy da hồi tối nha,2
2893,có đổi dc k em,7
2894,e oi caia set này nó bị chảy nước hết roi,4
2895,áo sọc,2
2896,quần 09 s đen m trắng,2
2897,set 11 hồng,2
2898,quần jean 08 s m,2
2899,e oi cai set 35 xanh còn màu nude không,3
2900,lấy c thêm set nude đi c ck luôn nè,6
2901,qua n 29 size 27,2
2902,đa m 31 va ng size m,2
2903,đa m 32 đen,2
2904,a o 34 tra ng,2
2905,set 35 xanh,2
2906,còn túi này k em ơi,3
2907,quần 29 size 27,2
2908,đầm 31 vàng size m,2
2909,đầm 32 đen,2
2910,áo 34 trắng,2
2911,set 35 xanh,2
2912,túi dior c đã ck bill trc mà bên e giao thiếu cho c mà sao vẫn tính tiền 2 lần vậy em,4
2913,túi dior đó em,2
2914,em ơi giao thiếu túi cho c rồi,4
2915,check dum c ma u na o co n ba o gia c nhe,3
2916,lấy c set này nha,6
2917,check dum c mẫu nào còn báo giá c nhé,3
2918,còn mẫu túi nao cho c xem với,3
2919,tc 1130k pk em,3
2920,bt c mặc m đó em,2
2921,nếu có ml thi c lấy l,2
2922,chốt cho c nha,6
2923,em oi cái vòi chai này nó lỗi hay sao v nè,4
2924,chốt bill c ck luôn nhé,6
2925,1m6 54kg mặc vừa k em,3
2926,thanh ngọc xxxxx 7 14 2 đường 182 p tăng nhơn phú a q9,2
2927,2 túi này nưa em,2
2928,có còn nước hoa mau hồng với màu vàng k em,3
2929,nước hoa mau hồng,2
2930,nước hoa màu vàng,2
2931,quần m đen,2
2932,set 01 đen o77 2739 239,2
2933,còn mẫu nào báo c chốt xong c ck nhé,3
2934,em ơi chốt dum c mấy bộ trong hình nhé,6
2935,7 14 2 đường 182 p tăng nhơn phú a q9 tphcm,2
2936,số 9 đường db10 kp3 mỹ phước 2 bến cát bình dương,2
2937,thanh huyền xxxxx,2
2938,7 14 2 đường 182 p tăng nhơn phú a q9,2
2939,quân size m cả 2 mẫu,2
2940,áo thun trắng tim áo thun trắng cầu vồng,2
2941,còn mấy mẫu kia sao e,3
2942,đồng hồ giá bn e,3
2943,với chị hỏi những mẫu này nữa nè e,3
2944,quần còn k e,3
2945,mình có mẫu đồng hồ với quần này ko e,3
2946,chào shop,0
2947,shop tính cho mình bị sai tiền áo này rồi ạ,4
2948,chào shop,0
2949,chi nhánh quảng ngãi,2
2950,mình còn sét này màu kem ko e,3
2951,cái áo bị xéo qua ben chèn cái nách khó chịu í,4
2952,cái cổ áo nó bị méo rang 1 bên á,4
2953,váy này với quần váy 2 màu đen và nude nè e,2
2954,alo e,0
2955,chào shop,0
2956,hôm mùng 2 6 mình có đặt jum này nhưng shop gửi cho mình thiếu dây cột eo rồi,4
2957,chào shop,0
2958,alo e,0
2959,chào shop,0
2960,liên hệ tư vấn viên,5
2961,còn sét này e,3
2962,2 món này nữa nha e,2
2963,liên hệ tư vấn viên,5
2964,cho mình hỏi sét này còn k,3
2965,chào shop,0
2966,shop,0
2967,chào dhop,0
2968,e ơi,5
2969,chị lấy đầm nha,6
2970,sét k còn hả e,3
2971,còn 2 sét trên e,2
2972,với túi màu trắng nữa e,2
2973,với chị hỏi còn 2 mẫu này chị đặt dồn gửi luôn e,3
2974,chào shop,0
2975,3 mẫu này shop còn k vậy ạ,3
2976,alo shop,0
2977,mình lấy 2 mẫu này nhé,6
2978,alo shop,0
2979,cho mình giá 3 mẫu trên nhé,3
2980,cho mình hỏi những mẫu này còn k ạ,3
2981,chào shop,0
2982,chị chốt set này nhé,6
2983,cho mình hỏi sét này shop còn k ạ,3
2984,chào shop,0
2985,alo shop,0
2986,shop còn những sp này k ạ,3
2987,chào shop,0
2988,chào shop,0
2989,293 nguyễn trãi phường quảng phú tp quảng ngãi tỉnh quảng ngãi,2
2990,mấy mẫu này có k e,3
2991,và váy nữa,2
2992,mình muốn đặt 2 sẻ bộ trắng đen,6
2993,mẫu này còn k shop,3
2994,còn mẫu này k shop,3
2995,mẫu này còn k shop,3
2996,cho mình xin giá mẫu này nha shop,3
2997,chào shop,0
2998,đồng hồ 345k với 1áo len đỏ 139k tiền ship 30k nữa là 514k,2
2999,đồng hồ rất đẹp nhưng bị lỗi á chi,4
3000,giờ cho em gửi đổi cái khác đc ko chi,7
3001,đeo vô rồi cái chốt bị gãy như này roi chinoi,4
3002,với đầm đen mã 2 nhe ạ,2
3003,chốt cho mình mã 1đầm nhung size s nhe shop,6
3004,áo len đỏ mã 14,2
3005,đồng hồ nam rolex,2
3006,shop alo chốt đơn dum minh nhe,5
3007,g10lô 2nguyen văn cừ rạch giá kien giang,2
3008,liên hệ tư vấn viên,5
3009,set đen này còn ko shop,3
3010,199k pk shop,3
3011,50kg nhe shop,2
3012,minh lay mầu nâu,6
3013,nhiu kg mac vua,3
3014,set ren đang live,2
3015,get started,0
3016,mẫu này còn ko ph ơi,3
3017,mẫu này còn ko phương ơi,3
3018,chị nhận hàng rồi nè mà có mẫu này may bị lỗi á,4
3019,với 1 cái áo 2 dây đen nữa nha,2
3020,nếu còn thì để c thêm cái này nữa nè e,3
3021,chị ái dương xxxxx chung cư bình giã resident phường 8 tp vũng tàu,2
3022,áo 2 dây đen còn ko để c thêm 1 cái,3
3023,phuong ơi 48kg 1m55 mặc vừa ko,3
3024,ph ui mẫu này còn ko e,3
3025,áo thun 7 màu còn ko ship cho c luôn e ơi,3
3026,chị ái dương xxxxx chung cư bình giã resident phường 8 tp vũng tàu,2
3027,c lấy màu đen nha e,6
3028,gửi hình lại giúp c màu nâu,3
3029,màu đen cũng hết hả e,3
3030,còn màu gì e,3
3031,mẫu này còn ko shop ơi,3
3032,bắt đầu,0
3033,cao 1m58 nặng 52kg eo 72 mặc size gì e,3
3034,1trieu lẻ 4k dung hok ạ,3
3035,e cần trả lại hàng như lời shop e đã cam kết mong e hỗ trợ,8
3036,c nói thật mùi này mà shop e nói thơm chị cũng chịu,4
3037,hi ad mình đang chờ ad phản hoof,5
3038,hi ad mong ad hỗ trợ check tin nhắn khách hàng,5
3039,alo,0
3040,alo,0
3041,e hỗ trợ giúp c trả hàng lại nhé,8
3042,c gởi e 3 sản phẩm nước hoa c nhận đc nhé,8
3043,cả 3 hộp ko có chai nào mùi thơn cả toàn mùi cồn thôi,4
3044,c phương bảo trên live mùi ko thơm thì đc trả hàng nên mình xin phép trả hàng nhé ad,8
3045,đúng r nhưng khi c nhận hàng mùi rất khó chịu,4
3046,ad có thể hỗ trợ mình trả hàng được ko vì 3 hộp này mùi rất khó chịu ko hề thơm như shop đã quảng cáo,8
3047,hi ad,0
3048,mẫu này còn ko ad,3
3049,bắt đầu,0
3050,bữa e nhân cái áo khoác jaen cũng rách ở tay nhưng sửa dc ạ,4
3051,nó bị tưa vải ra mà,4
3052,liên hệ tư vấn viên,5
3053,alo c,0
3054,sét với túi bn ạ,3
3055,get started,0
3056,260 lý tự trọng p bến thành q1,2
3057,z 2 lấy trai nc hoa,6
3058,kèm 2 chai nc hoa,2
3059,260 ly tự trọng bến thành q1,2
3060,cái mẫu chị live mã 6 còn k lấy e 2 set luôn,3
3061,lấy e 2chai 1 mùi nữ 1 mùi nam,6
3062,bên mình còn nước hoa k chị,3
3063,chị,5
3064,chị ơi check inb cho em đi,5
3065,cho em gửi lại cái áo khoác xanh,8
3066,chị ơi,5
3067,get started,0
3068,áo này bị lỗi r,4
3069,c ơi,5
3070,áo này còn k,3
3071,c ơi,5
3072,get started,0
3073,63 17 pasteur p ben nghe q1,2
3074,đt xxxxx,2
3075,cho chi size s mẫu này voi em nhé m 13,6
3076,co 1 cai dầm bi bung vải,4
3077,hi em,0
3078,túi mã 10 240k,2
3079,alo cho chi em oi,5
3080,eo 62 mong 85 lay size may quần sot zin trang 170 k,3
3081,alo chi nha,5
3082,hi em oi,0
3083,c lay m22 xanh nua em nha,6
3084,chi chot m 17 hoai ko dc em coi chot cho chi nhe chi chot 17 18 luon roi ak,6
3085,sao chua thấy gọi chốt đơn xxxxx,2
3086,tối hôm qua mình có đặt 1 cái quần mã 08 và áo sơ mi trắng mã 04 co ko shop,3
3087,mẫu đó 60kg vừa ko shop,3
3088,quần mã 11 lưng cao lúc tối live 60kg vừa ko shop,3
3089,đơn e bn v sh,3
3090,áo còn k ạ,3
3091,đặt hàng,6
3092,check tn giúp e,5
3093,đặt hàng,6
3094,bắt đầu,0
3095,minh lấy m,6
3096,1 sét son đau thơm du ai với áo khoac,2
3097,quan size m,2
3098,số tiền bn em,3
3099,bn em oi,3
3100,quan và đam con mau nay ko,3
3101,liên hệ tư vấn viên,5
3102,dam voi quan jeans còn ko shop,3
3103,mau ao thun voi quan jean hom bua chot live cung ko co luon ha,3
3104,áo dai,2
3105,roi chi hoi them cai vay den,3
3106,chi dat 1 set nay quan size l,6
3107,em oi mau do con thì gui chung voi hang hom qua chị dat nha,6
3108,mau con ko shop nhan giup nha,3
3109,mau nay con ko shop,3
3110,p ơi chek tn giùm,5
3111,alo e ơi,0
3112,này còn k phươg,3
3113,hello e,0
3114,size m e nha,2
3115,chị con set bộ màu hồg với xanh ngọc nũa nha,2
3116,hi e,0
3117,bill 909k là tính ship luôn rồi đúng hok bé,3
3118,rồi ship bao nhiêu,3
3119,tong dôn c bn,3
3120,c cong ship 25 k cho e nua í,2
3121,hi cảm ơn e,0
3122,chưng lên đep lăm luôn e,4
3123,c dặt thêm 3h nữa nha pé,6
3124,e oi c muôn lây thêm mứt nhung kiêm tra hộp trươc khi van chuyen k e,6
3125,c mun mua hop mưt têt con k e,3
3126,mâu dam nay 59 kg có sz và con k e,3
3127,bữa e chuyển đầm 185k rồi giờ nếu e chuyển thì chuyển 99k phải ko c,3
3128,chai 100ml này ạ,2
3129,145k á,2
3130,chốt dùm e thêm scandal đi ạ,6
3131,shop ơi,0
3132,dạ hôm qua e có đặt đồ trên live để nhân viên gọi e chốt đơn rồi e đặt thêm scandal lun ạ,6
3133,shop nói còn là còn cái nào vậy ạ,3
3134,nước hoa scandal 100ml còn ko shop 145k,3
3135,thêm 1 chai chanel coco 99k nữa nha shop,6
3136,cho e đặt 1 nước hoa chanel blue 99k này nha shop,6
3137,shop ơi có ko ạ,5
3138,còn lấy em 2 quần 1 size s và 1 size m màu đen nha shop,6
3139,115k á chị,2
3140,shop ơi còn quần tây quốc dân này ko ạ,3
3141,túi trắng chữ h chị phương về hàng thêm shop cho e đặt 1 túi này nga,6
3142,shop cho em hỏi nếu hoá đơn mua hàng trên 500k là được freeship phải ko ạ,3
3143,shop ơi chốt em áo bra màu đen size 34 đi ạ,6
3144,vậy chốt e size 34 màu đen đi shop,6
3145,còn ko chốt e 2 cái đi ai,3
3146,lấy em 2 màu size 34 đi ạ,6
3147,áo bra còn ko shop,3
3148,shop ơi,5
3149,quần legging size m nha chị,2
3150,bán em 135k mà giờ giao lộn màu mà hết hàng sao trả em lại co 60k là sao,4
3151,áo ngực shop bán e là 135k mà,2
3152,túi 225,2
3153,sao còn 60 vậy,3
3154,áo ngực 135k mà,2
3155,em gửi cho shop có cả cái áo ngực shop giao lộn màu cho em lun đó chung với cái túi lun nha,8
3156,em có đặt nước hoa scandal 69k em có chuyển khoản cho shop rồi ạ shop bỏ chung đơn đó co gì giao lại cho em nha,2
3157,cái túi 225k shop chuyển lại cho em còn cái áo ngực shop lấy màu đen size 34 giao chung đơn lại cho em nha,2
3158,lấy em 1 chai nước hoa gucci 120k này nha shop,6
3159,quần 99k này lấy em size m áo này 129k lấy em áo trắng nha shop,6
3160,set nước hoa dubai nữ này còn ko shop,3
3161,áo ngực e đặt màu đen mà giao màu nu,4
3162,shop ơi sao giao hàng lỗi cho em vậy mới nhận hàng vô nhà tháo ra chưa mở khoá nữa thì cái nắp giỏ bung lên vậy,4
3163,quần legging này còn ko shop cho em lấy size m nhe còn áo thun mã 03 lấy em màu trắng ạ,3
3164,áo này mới live tối hồi nải còn trắng ko shop,3
3165,em lấy thêm màu kem á gọi lại chốt giúp em rồi giao chung cho e lun dc ko ạ,6
3166,e đặtchai nước hoa này lun shop,6
3167,hôm qua e có ck tiền 2 quần nịt nu và đen rồi á,2
3168,hôm qua e có được chốt áo ngực với nịt bụng nữa ạ,2
3169,164 1 bình tiên p4 q6 nha chị,2
3170,thôi chị lấy cho em túi màu kem này đi 225k nha không lấy túi hồng 219k nha chị,6
3171,túi này còn ko chị còn thì cho em đặt 1 túi lun nha dồn đơn cho e hết rồi đi chung nha chị,3
3172,vậy cho e đặt thêm quần tây quốc dân màu nâu size l nha,6
3173,cho e đặt thêm quần quốc dân màu nâu size l nha,6
3174,chị ơi,5
3175,nước hoa hình cái chân còn ko shop,3
3176,là 2 quần đen nha chị 1 cái size s và 1 cái size m,2
3177,164 1 bình tiên p4 q6 nha chị,2
3178,shop ơi,5
3179,màu đen hết nha chị,2
3180,lấy em 1 size s và 1 size m nha chị,6
3181,còn quần tây 115k quần quốc dân ko chị,3
3182,chị ơi,5
3183,chị tư vấn cho em nha,5
3184,còn nịt bụng này ko shop oie,3
3185,mã 81 115k đó shop,2
3186,quần ống suông đen này còn size m ko shop,3
3187,vậy còn ko shop lấy em 1 size m đi ạ,3
3188,quần đen lưng cao rách nè shop,2
3189,áo len với quần suông này còn ko shop,3
3190,nếu còn lấy em size m,3
3191,mã 9 220k,2
3192,quần này còn ko shop,3
3193,shop oie,5
3194,e chốt 1 set mẫu vàng váy này nha và 1 set áo đen dây và quần vàng ống rộng dài tên thanh tâm sdtxxxxx địa chỉ 144 cộng hoà phường 12 quận tân bình toà nhà fe credit nha shop giao giờ hành chính giúp em,6
3195,3 mẫu này còn ko ạ e đặt thêm nải trong live e có đặt 1 set trắng rồi ạ,3
3196,shop oi,5
3197,này e co đặt mà ko thấy kêu tên là hết hàng phải ko shop,3
3198,shop ơi,5
3199,đầm size m mih cao 165 nặg 60kg mặc vừa koaj,3
3200,áo và váy này shop mih còn ko ạ,3
3201,dạ z chj lấy e màu kem nha,6
3202,màu này là màu trắg hay kem z c,3
3203,ủa áo sơ mi này 2 mầu hả c,3
3204,dạ màu trắg dj ạ,2
3205,dạ shop lấy cho e 1 c nha,6
3206,dạ z cho e lấy áo nay nha giá bao nhiu z a,3
3207,e lấy áo sơ mi thôi ạ,6
3208,2 mẫu này bên shop mih còn ko ạh,3
3209,em ơi còn 2 mẫu này không,3
3210,chị ơi,5
3211,dạ sét này còn kh ạ,3
3212,thêm hộp mặt nạ nữa dùm mình mình gửi luôn,6
3213,alo mình đây,0
3214,thiếu 1 hộp mặt nạ 50 miếng nữa,4
3215,alo,0
3216,liên hệ tư vấn viên,5
3217,liên hệ admin,5
3218,liên hệ tư vấn viên,5
3219,liên hệ tư vấn viên,5
3220,đặt hàng,6
3221,get started,0
3222,set trên nếu có size c chừa e size s nha,3
3223,à set này free size đunvs k c,3
3224,68 cô bắc p cầu ông lãnh q1,2
3225,áo ngực về size 34 chưa c,3
3226,màu đen á c,2
3227,c ơi set đen trên c còn hem em thấy về hanvf lại r á,3
3228,vs cái áo ngực về lại size 34 chưa c ơi,2
3229,68 70 cô bắc p cầu ông lãnh q1,2
3230,v lấy e set đen và áo ngực size 36 ạ,6
3231,áo ngực còn k c ơi,3
3232,set đên đó freesize đúng k ạ,3
3233,c ơi em chốt set đen nha,6
3234,size s eo cỡ nhiêu á c ơi,3
3235,quần tây size sao vậy ạ,3
3236,dạ vậy lấy em nha,6
3237,quần tây vs set đồ bên phải còn k c ơi,3
3238,p14 quận tân bình á chị,2
